id,referencia,poliza_id,vehiculo_id,asegurado_id,fecha_siniestro,lugar,responsable,importe_estimada,estado
1020,SIN001020,927,179,892,2023-04-25,Sevilla,False,875.18,EN_TRAMITE
1021,SIN001021,460,572,703,2021-04-03,Bilbao,True,4474.64,ABIERTA
1022,SIN001022,95,431,129,2023-04-22,Valencia,False,3280.02,CERRADA
1023,SIN001023,298,332,899,2021-12-19,Sevilla,False,2994.76,ABIERTA
1024,SIN001024,382,978,511,2024-12-18,Valencia,True,729.44,EN_TRAMITE
1025,SIN001025,995,405,887,2022-08-01,Málaga,False,1892.43,CERRADA
1026,SIN001026,367,95,151,2023-09-26,Málaga,False,3541.96,CERRADA
1027,SIN001027,199,439,459,2020-03-02,Alicante,False,1722.09,ABIERTA
1028,SIN001028,980,349,13,2024-06-20,Sevilla,False,3410.86,CERRADA
1029,SIN001029,794,472,471,2023-03-05,Murcia,False,513.89,EN_TRAMITE
1030,SIN001030,203,992,4,2020-01-05,Murcia,True,3824.78,EN_TRAMITE
1031,SIN001031,303,415,90,2024-11-04,Sevilla,True,4354.93,CERRADA
1032,SIN001032,600,895,748,2024-02-28,Valencia,False,3106.36,ABIERTA
1033,SIN001033,368,210,89,2021-03-20,Valencia,False,3258.37,CERRADA
1034,SIN001034,423,281,293,2020-08-08,Zaragoza,True,4120.4,ABIERTA
1035,SIN001035,919,883,246,2022-09-05,Madrid,False,1928.94,ABIERTA
1036,SIN001036,598,6,923,2021-02-25,Bilbao,True,2094.85,EN_TRAMITE
1037,SIN001037,103,601,799,2024-07-26,Barcelona,False,3009.69,ABIERTA
1038,SIN001038,907,813,924,2021-11-12,Bilbao,False,2155.21,ABIERTA
1039,SIN001039,741,837,68,2022-09-28,Sevilla,False,3645.41,EN_TRAMITE
1040,SIN001040,485,441,1,2023-06-20,Zaragoza,True,2336.31,CERRADA
1041,SIN001041,824,798,943,2020-01-11,Palma,True,2801.91,EN_TRAMITE
1042,SIN001042,121,637,256,2024-09-18,Sevilla,False,1620.87,ABIERTA
1043,SIN001043,810,49,321,2020-08-19,Madrid,True,1586.21,EN_TRAMITE
1044,SIN001044,272,706,760,2021-07-28,Málaga,True,1974.21,CERRADA
1045,SIN001045,737,93,699,2020-04-29,Murcia,True,461.05,EN_TRAMITE
1046,SIN001046,165,602,556,2021-05-27,Málaga,True,4532.97,EN_TRAMITE
1047,SIN001047,861,177,780,2024-03-17,Zaragoza,False,2003.2,EN_TRAMITE
1048,SIN001048,425,737,56,2021-07-29,Madrid,True,2792.79,CERRADA
1049,SIN001049,696,933,158,2023-09-03,Alicante,True,2147.67,CERRADA
1050,SIN001050,775,410,844,2023-04-04,Barcelona,True,1077.49,CERRADA
1051,SIN001051,377,530,66,2023-07-20,Alicante,False,3881.55,ABIERTA
1052,SIN001052,838,719,83,2022-03-17,Alicante,True,355.07,CERRADA
1053,SIN001053,94,390,548,2022-01-29,Alicante,True,1592.31,ABIERTA
1054,SIN001054,702,850,426,2023-09-08,Alicante,True,2159.45,CERRADA
1055,SIN001055,918,623,780,2022-06-23,Sevilla,False,2938.85,EN_TRAMITE
1056,SIN001056,964,620,933,2022-10-04,Palma,True,1365.61,EN_TRAMITE
1057,SIN001057,803,338,762,2021-03-17,Málaga,False,2456.02,EN_TRAMITE
1058,SIN001058,372,557,225,2020-12-11,Zaragoza,True,3902.69,CERRADA
1059,SIN001059,104,540,217,2021-08-13,Bilbao,False,4941.53,EN_TRAMITE
1060,SIN001060,16,676,774,2021-07-16,Bilbao,False,1002.25,CERRADA
1061,SIN001061,959,538,568,2023-05-22,Málaga,True,1870.49,CERRADA
1062,SIN001062,308,634,346,2024-11-08,Bilbao,True,1726.99,EN_TRAMITE
1063,SIN001063,335,212,651,2022-05-13,Zaragoza,False,599.22,ABIERTA
1064,SIN001064,372,426,25,2020-09-19,Valencia,False,2440.73,CERRADA
1065,SIN001065,797,192,642,2021-04-23,Sevilla,True,2241.77,CERRADA
1066,SIN001066,98,76,849,2021-12-01,Murcia,True,557.27,EN_TRAMITE
1067,SIN001067,890,193,775,2021-03-24,Málaga,False,3924.55,ABIERTA
1068,SIN001068,706,978,238,2021-09-18,Palma,False,2107.33,ABIERTA
1069,SIN001069,474,838,893,2020-05-14,Palma,False,4730.8,ABIERTA
1070,SIN001070,278,861,741,2023-10-12,Sevilla,False,4089.89,ABIERTA
1071,SIN001071,464,376,606,2020-08-24,Sevilla,True,3875.83,EN_TRAMITE
1072,SIN001072,84,347,62,2020-08-21,Alicante,False,3366.83,EN_TRAMITE
1073,SIN001073,695,856,968,2023-10-06,Barcelona,True,1827.07,ABIERTA
1074,SIN001074,234,504,91,2023-12-31,Alicante,False,1535.2,EN_TRAMITE
1075,SIN001075,92,484,195,2021-05-20,Barcelona,True,516.69,EN_TRAMITE
1076,SIN001076,463,928,115,2020-09-11,Palma,False,1485.66,ABIERTA
1077,SIN001077,545,761,426,2024-11-17,Bilbao,True,2346.35,EN_TRAMITE
1078,SIN001078,371,721,719,2021-03-08,Málaga,True,2792.66,EN_TRAMITE
1079,SIN001079,916,201,79,2020-01-23,Madrid,True,4758.91,CERRADA
1080,SIN001080,923,558,99,2020-12-26,Barcelona,False,1413.08,EN_TRAMITE
1081,SIN001081,44,393,48,2023-06-23,Zaragoza,True,2474.24,EN_TRAMITE
1082,SIN001082,412,520,835,2022-10-11,Valencia,False,4173.24,ABIERTA
1083,SIN001083,52,128,803,2023-10-06,Alicante,True,4706.32,CERRADA
1084,SIN001084,79,345,166,2021-10-17,Murcia,True,2564.76,ABIERTA
1085,SIN001085,962,37,316,2023-03-15,Bilbao,True,2976.73,ABIERTA
1086,SIN001086,90,498,723,2023-01-05,Alicante,True,4824.84,EN_TRAMITE
1087,SIN001087,155,19,53,2022-11-05,Barcelona,True,2213.85,EN_TRAMITE
1088,SIN001088,802,896,259,2024-07-20,Alicante,False,3563.99,CERRADA
1089,SIN001089,694,721,913,2023-09-27,Málaga,True,2182.16,ABIERTA
1090,SIN001090,847,955,86,2021-08-14,Palma,False,2702.64,CERRADA
1091,SIN001091,974,2,212,2023-06-15,Valencia,False,4575.6,ABIERTA
1092,SIN001092,64,99,800,2021-06-13,Madrid,True,2076.46,CERRADA
1093,SIN001093,771,755,667,2022-11-06,Palma,True,3093.43,ABIERTA
1094,SIN001094,462,435,147,2021-10-13,Alicante,True,304.81,CERRADA
1095,SIN001095,873,170,656,2021-01-15,Barcelona,False,4986.92,EN_TRAMITE
1096,SIN001096,888,725,901,2020-09-17,Bilbao,False,1699.32,EN_TRAMITE
1097,SIN001097,133,452,624,2020-01-30,Palma,True,1629.94,EN_TRAMITE
1098,SIN001098,648,147,898,2023-12-26,Zaragoza,True,4737.68,ABIERTA
1099,SIN001099,316,706,788,2022-01-04,Palma,True,1221.04,CERRADA
1100,SIN001100,164,604,704,2022-08-18,Alicante,True,4004.07,EN_TRAMITE
1101,SIN001101,535,458,429,2024-08-14,Sevilla,False,1050.63,EN_TRAMITE
1102,SIN001102,991,677,318,2020-11-08,Palma,False,1463.96,CERRADA
1103,SIN001103,479,391,121,2022-07-16,Bilbao,False,2889.87,EN_TRAMITE
1104,SIN001104,422,696,889,2024-03-11,Murcia,True,533.4,CERRADA
1105,SIN001105,777,702,342,2020-07-20,Alicante,False,1400.16,EN_TRAMITE
1106,SIN001106,977,709,783,2024-06-28,Palma,False,2120.23,EN_TRAMITE
1107,SIN001107,294,534,588,2021-11-05,Murcia,False,751.05,EN_TRAMITE
1108,SIN001108,834,575,653,2024-12-14,Barcelona,True,376.68,ABIERTA
1109,SIN001109,896,310,128,2022-06-14,Zaragoza,True,2433.08,EN_TRAMITE
1110,SIN001110,159,497,610,2023-01-12,Málaga,False,2189.58,ABIERTA
1111,SIN001111,945,821,174,2020-08-23,Zaragoza,False,1735.0,CERRADA
1112,SIN001112,770,288,535,2022-05-06,Madrid,False,4429.4,ABIERTA
1113,SIN001113,86,815,721,2022-10-07,Málaga,False,3009.01,EN_TRAMITE
1114,SIN001114,176,777,953,2021-06-24,Sevilla,False,2827.13,ABIERTA
1115,SIN001115,111,340,506,2024-10-29,Zaragoza,True,3445.19,CERRADA
1116,SIN001116,680,804,429,2020-05-13,Palma,False,3607.35,ABIERTA
1117,SIN001117,864,255,903,2022-11-27,Málaga,True,2843.43,EN_TRAMITE
1118,SIN001118,322,867,61,2021-02-05,Zaragoza,True,1518.81,EN_TRAMITE
1119,SIN001119,456,196,784,2023-03-21,Madrid,False,4779.63,CERRADA
1120,SIN001120,369,409,308,2023-04-10,Murcia,False,386.95,EN_TRAMITE
1121,SIN001121,166,606,827,2022-03-15,Bilbao,True,4539.83,CERRADA
1122,SIN001122,756,909,657,2023-05-08,Alicante,True,4997.2,ABIERTA
1123,SIN001123,562,220,7,2021-03-20,Palma,True,510.07,ABIERTA
1124,SIN001124,28,289,972,2020-06-03,Valencia,True,879.47,CERRADA
1125,SIN001125,117,659,559,2021-07-10,Sevilla,False,2658.8,EN_TRAMITE
1126,SIN001126,216,781,981,2020-11-30,Murcia,False,340.75,ABIERTA
1127,SIN001127,669,21,198,2020-03-24,Valencia,False,2263.98,EN_TRAMITE
1128,SIN001128,128,193,480,2021-11-16,Palma,True,2382.77,EN_TRAMITE
1129,SIN001129,358,858,77,2022-09-20,Málaga,True,4619.46,CERRADA
1130,SIN001130,980,693,720,2024-04-15,Palma,False,470.45,ABIERTA
1131,SIN001131,7,921,180,2024-10-30,Valencia,True,1367.24,CERRADA
1132,SIN001132,1,799,403,2023-03-19,Bilbao,False,1451.01,ABIERTA
1133,SIN001133,964,856,163,2021-11-25,Bilbao,False,2508.01,EN_TRAMITE
1134,SIN001134,31,807,469,2020-11-19,Alicante,False,2926.96,EN_TRAMITE
1135,SIN001135,967,305,463,2024-04-23,Murcia,True,3062.96,ABIERTA
1136,SIN001136,603,241,732,2021-12-11,Murcia,True,2923.46,CERRADA
1137,SIN001137,989,160,712,2020-05-08,Madrid,False,1041.36,ABIERTA
1138,SIN001138,966,416,943,2022-11-04,Valencia,False,2814.56,CERRADA
1139,SIN001139,564,239,626,2024-09-01,Málaga,False,4632.73,EN_TRAMITE
1140,SIN001140,651,879,324,2024-09-23,Bilbao,True,4084.15,CERRADA
1141,SIN001141,742,5,391,2024-12-02,Barcelona,False,1938.29,CERRADA
1142,SIN001142,266,624,467,2021-05-13,Palma,False,2622.5,CERRADA
1143,SIN001143,187,981,625,2023-04-07,Sevilla,False,3739.64,CERRADA
1144,SIN001144,483,209,429,2024-11-06,Alicante,False,3404.22,CERRADA
1145,SIN001145,734,119,20,2021-04-19,Palma,False,4696.26,CERRADA
1146,SIN001146,104,463,587,2022-04-18,Madrid,True,1654.68,CERRADA
1147,SIN001147,909,796,966,2022-05-04,Bilbao,False,4937.39,ABIERTA
1148,SIN001148,611,163,596,2021-02-28,Málaga,True,982.15,ABIERTA
1149,SIN001149,25,194,367,2020-05-09,Zaragoza,False,1844.41,ABIERTA
1150,SIN001150,984,379,208,2022-05-12,Murcia,True,2749.11,CERRADA
1151,SIN001151,557,30,354,2022-07-30,Alicante,True,4337.23,CERRADA
1152,SIN001152,62,412,905,2021-03-23,Murcia,False,1792.82,EN_TRAMITE
1153,SIN001153,985,857,107,2022-04-05,Palma,True,3531.48,EN_TRAMITE
1154,SIN001154,304,213,859,2023-04-23,Zaragoza,False,2495.29,CERRADA
1155,SIN001155,55,779,7,2024-11-28,Madrid,True,3802.18,ABIERTA
1156,SIN001156,360,33,86,2021-05-18,Barcelona,False,1561.28,EN_TRAMITE
1157,SIN001157,611,896,46,2023-06-26,Alicante,False,679.29,ABIERTA
1158,SIN001158,700,339,846,2024-05-10,Murcia,True,962.66,ABIERTA
1159,SIN001159,994,825,72,2020-06-05,Alicante,False,4340.29,CERRADA
1160,SIN001160,995,165,807,2022-03-14,Murcia,True,1305.55,CERRADA
1161,SIN001161,666,668,378,2020-03-13,Zaragoza,False,2310.96,EN_TRAMITE
1162,SIN001162,723,241,510,2020-11-01,Murcia,False,2770.33,EN_TRAMITE
1163,SIN001163,477,746,845,2024-09-10,Sevilla,True,3418.04,ABIERTA
1164,SIN001164,761,806,996,2023-08-13,Alicante,True,2399.17,EN_TRAMITE
1165,SIN001165,497,46,286,2023-07-02,Zaragoza,False,1571.0,CERRADA
1166,SIN001166,675,358,508,2020-04-16,Murcia,True,2097.02,EN_TRAMITE
1167,SIN001167,172,560,569,2023-03-24,Barcelona,True,475.72,EN_TRAMITE
1168,SIN001168,376,833,101,2020-10-05,Murcia,True,1089.22,CERRADA
1169,SIN001169,399,890,976,2024-06-13,Palma,False,319.49,CERRADA
1170,SIN001170,770,735,601,2020-10-13,Valencia,False,606.06,EN_TRAMITE
1171,SIN001171,547,611,457,2021-04-08,Bilbao,False,1646.83,EN_TRAMITE
1172,SIN001172,924,798,413,2021-09-22,Barcelona,False,3833.75,EN_TRAMITE
1173,SIN001173,479,522,179,2022-08-11,Zaragoza,True,3877.43,EN_TRAMITE
1174,SIN001174,921,850,854,2023-03-05,Madrid,False,4507.89,EN_TRAMITE
1175,SIN001175,361,612,349,2021-10-26,Murcia,False,1246.1,EN_TRAMITE
1176,SIN001176,380,284,678,2020-04-12,Alicante,True,3032.33,CERRADA
1177,SIN001177,406,210,295,2022-12-11,Murcia,True,706.71,CERRADA
1178,SIN001178,228,594,561,2021-03-26,Barcelona,True,3156.34,CERRADA
1179,SIN001179,648,857,965,2023-02-01,Palma,True,3512.9,EN_TRAMITE
1180,SIN001180,530,610,85,2021-05-18,Madrid,False,3896.44,ABIERTA
1181,SIN001181,675,249,96,2020-05-24,Madrid,True,4827.01,CERRADA
1182,SIN001182,761,980,113,2022-10-08,Sevilla,False,4594.37,EN_TRAMITE
1183,SIN001183,958,578,213,2023-04-27,Málaga,True,1388.9,CERRADA
1184,SIN001184,435,301,762,2024-07-28,Barcelona,False,4243.85,CERRADA
1185,SIN001185,548,788,819,2024-08-05,Zaragoza,True,4081.66,CERRADA
1186,SIN001186,846,772,565,2023-08-25,Madrid,True,3822.67,CERRADA
1187,SIN001187,573,810,71,2021-10-31,Madrid,False,1806.81,ABIERTA
1188,SIN001188,290,640,9,2021-10-19,Barcelona,False,2774.5,EN_TRAMITE
1189,SIN001189,353,382,475,2024-06-04,Zaragoza,True,1545.74,EN_TRAMITE
1190,SIN001190,845,708,360,2021-10-03,Valencia,False,1425.55,ABIERTA
1191,SIN001191,178,658,435,2024-10-22,Barcelona,False,1956.99,CERRADA
1192,SIN001192,574,905,551,2023-04-01,Murcia,False,1988.32,CERRADA
1193,SIN001193,251,597,449,2021-11-27,Murcia,True,1962.72,EN_TRAMITE
1194,SIN001194,788,290,521,2022-02-23,Barcelona,False,801.7,EN_TRAMITE
1195,SIN001195,791,330,296,2020-05-24,Barcelona,False,4213.99,ABIERTA
1196,SIN001196,279,744,266,2023-11-17,Madrid,True,4284.56,CERRADA
1197,SIN001197,746,515,462,2024-11-24,Madrid,False,1707.35,ABIERTA
1198,SIN001198,41,368,770,2021-10-12,Barcelona,False,1948.38,CERRADA
1199,SIN001199,277,166,13,2021-04-24,Barcelona,False,1025.9,EN_TRAMITE
1200,SIN001200,426,562,354,2022-04-06,Valencia,False,1259.2,EN_TRAMITE
1201,SIN001201,861,315,847,2021-12-01,Valencia,False,1824.66,EN_TRAMITE
1202,SIN001202,784,551,768,2023-07-16,Palma,False,4193.94,EN_TRAMITE
1203,SIN001203,246,104,756,2024-02-09,Zaragoza,True,4659.17,CERRADA
1204,SIN001204,419,402,325,2022-02-01,Palma,True,3758.19,ABIERTA
1205,SIN001205,498,756,110,2023-02-04,Málaga,True,4678.17,CERRADA
1206,SIN001206,653,665,228,2023-04-13,Bilbao,False,3753.28,ABIERTA
1207,SIN001207,492,208,345,2024-05-04,Barcelona,True,2283.67,EN_TRAMITE
1208,SIN001208,412,932,41,2021-05-18,Murcia,True,1579.8,ABIERTA
1209,SIN001209,349,228,182,2024-04-18,Murcia,True,2443.59,EN_TRAMITE
1210,SIN001210,738,196,410,2024-06-25,Zaragoza,True,2523.13,CERRADA
1211,SIN001211,911,878,154,2020-06-29,Madrid,True,1775.05,ABIERTA
1212,SIN001212,325,583,289,2024-01-23,Palma,True,2357.33,ABIERTA
1213,SIN001213,583,845,460,2023-01-07,Madrid,False,2544.92,CERRADA
1214,SIN001214,399,734,944,2020-05-29,Sevilla,False,1333.03,ABIERTA
1215,SIN001215,98,512,347,2024-04-04,Bilbao,True,1093.66,EN_TRAMITE
1216,SIN001216,213,997,126,2021-08-15,Murcia,False,1179.07,CERRADA
1217,SIN001217,530,762,576,2021-09-25,Madrid,False,1876.38,ABIERTA
1218,SIN001218,267,72,521,2024-04-15,Bilbao,True,4950.98,EN_TRAMITE
1219,SIN001219,141,877,509,2022-09-04,Barcelona,False,3212.76,EN_TRAMITE
1220,SIN001220,293,111,629,2024-04-23,Zaragoza,True,1834.7,ABIERTA
1221,SIN001221,921,303,287,2020-10-14,Barcelona,False,587.85,CERRADA
1222,SIN001222,23,719,265,2020-04-01,Barcelona,True,3583.18,CERRADA
1223,SIN001223,608,511,13,2023-09-12,Valencia,False,1302.26,ABIERTA
1224,SIN001224,698,231,426,2023-04-25,Bilbao,False,746.34,EN_TRAMITE
1225,SIN001225,218,940,816,2023-05-04,Alicante,True,352.72,ABIERTA
1226,SIN001226,897,704,699,2023-11-04,Palma,False,4028.22,EN_TRAMITE
1227,SIN001227,293,720,180,2024-01-27,Barcelona,True,4671.68,ABIERTA
1228,SIN001228,50,663,864,2024-07-26,Alicante,False,464.67,ABIERTA
1229,SIN001229,867,719,139,2024-08-31,Alicante,False,1150.27,EN_TRAMITE
1230,SIN001230,79,213,752,2020-08-15,Alicante,True,3705.16,EN_TRAMITE
1231,SIN001231,554,416,344,2024-08-29,Murcia,False,3045.69,EN_TRAMITE
1232,SIN001232,140,178,383,2023-10-24,Murcia,True,4558.12,EN_TRAMITE
1233,SIN001233,416,113,611,2022-01-31,Murcia,False,3078.0,EN_TRAMITE
1234,SIN001234,902,306,148,2020-09-18,Valencia,False,1781.6,CERRADA
1235,SIN001235,316,607,295,2024-12-06,Barcelona,False,4865.22,CERRADA
1236,SIN001236,704,816,16,2022-08-03,Murcia,True,1961.65,CERRADA
1237,SIN001237,850,58,469,2020-07-18,Málaga,False,3593.32,ABIERTA
1238,SIN001238,465,81,883,2020-03-11,Madrid,True,4480.45,ABIERTA
1239,SIN001239,931,383,639,2021-07-22,Barcelona,False,3027.66,CERRADA
1240,SIN001240,237,691,517,2023-10-16,Valencia,True,3691.74,CERRADA
1241,SIN001241,229,762,855,2022-06-01,Madrid,False,3170.55,ABIERTA
1242,SIN001242,173,826,833,2020-10-15,Málaga,True,2969.85,CERRADA
1243,SIN001243,594,597,409,2024-12-25,Barcelona,True,4574.92,EN_TRAMITE
1244,SIN001244,772,931,698,2021-03-19,Barcelona,True,4201.31,EN_TRAMITE
1245,SIN001245,670,693,551,2022-05-17,Zaragoza,False,3557.55,ABIERTA
1246,SIN001246,321,49,439,2021-01-29,Sevilla,False,2033.87,ABIERTA
1247,SIN001247,186,127,379,2022-06-30,Madrid,True,3491.76,CERRADA
1248,SIN001248,523,543,851,2021-07-08,Murcia,False,4245.48,EN_TRAMITE
1249,SIN001249,116,833,195,2023-02-06,Sevilla,True,2712.41,EN_TRAMITE
1250,SIN001250,207,455,597,2021-10-06,Palma,True,2485.37,ABIERTA
1251,SIN001251,599,805,965,2021-10-15,Sevilla,True,4972.43,EN_TRAMITE
1252,SIN001252,971,520,679,2021-08-02,Bilbao,True,871.93,CERRADA
1253,SIN001253,642,321,124,2023-12-04,Málaga,False,1991.03,ABIERTA
1254,SIN001254,822,347,288,2024-06-28,Murcia,False,3050.42,CERRADA
1255,SIN001255,720,370,325,2024-02-02,Sevilla,True,2515.88,CERRADA
1256,SIN001256,937,111,408,2022-05-16,Barcelona,False,4932.96,ABIERTA
1257,SIN001257,582,752,318,2021-02-13,Valencia,False,825.91,CERRADA
1258,SIN001258,892,766,440,2021-07-01,Zaragoza,False,3477.37,EN_TRAMITE
1259,SIN001259,295,412,338,2024-09-14,Alicante,False,3699.44,EN_TRAMITE
1260,SIN001260,982,138,27,2023-03-29,Madrid,False,2730.87,CERRADA
1261,SIN001261,189,233,945,2022-10-28,Bilbao,False,3033.74,CERRADA
1262,SIN001262,499,339,705,2023-08-18,Murcia,True,2262.42,CERRADA
1263,SIN001263,402,253,685,2023-05-10,Málaga,False,4530.07,EN_TRAMITE
1264,SIN001264,718,418,702,2021-04-13,Murcia,True,1831.76,ABIERTA
1265,SIN001265,786,497,727,2020-09-19,Madrid,False,417.97,EN_TRAMITE
1266,SIN001266,58,406,314,2020-05-01,Barcelona,False,4067.81,EN_TRAMITE
1267,SIN001267,634,684,495,2022-08-24,Sevilla,True,837.34,ABIERTA
1268,SIN001268,379,170,609,2020-03-29,Málaga,True,4977.63,EN_TRAMITE
1269,SIN001269,409,908,919,2022-02-19,Zaragoza,False,588.1,ABIERTA
1270,SIN001270,809,123,884,2020-07-29,Málaga,True,4268.93,CERRADA
1271,SIN001271,378,928,334,2023-01-07,Palma,False,2584.83,CERRADA
1272,SIN001272,511,795,810,2020-07-22,Palma,True,4543.65,ABIERTA
1273,SIN001273,695,253,718,2023-04-30,Valencia,False,3545.6,CERRADA
1274,SIN001274,874,590,138,2024-07-09,Málaga,False,2186.08,EN_TRAMITE
1275,SIN001275,105,43,18,2021-09-19,Sevilla,True,3733.79,EN_TRAMITE
1276,SIN001276,946,248,53,2020-11-03,Palma,False,3872.57,EN_TRAMITE
1277,SIN001277,905,74,213,2023-03-29,Valencia,False,1629.8,ABIERTA
1278,SIN001278,57,892,759,2024-01-03,Palma,False,4319.92,ABIERTA
1279,SIN001279,359,445,963,2024-03-12,Sevilla,False,4478.92,ABIERTA
1280,SIN001280,36,337,884,2022-07-12,Bilbao,False,2385.77,EN_TRAMITE
1281,SIN001281,572,885,373,2024-06-28,Palma,False,1041.49,ABIERTA
1282,SIN001282,874,100,816,2023-08-22,Valencia,False,4097.57,ABIERTA
1283,SIN001283,891,884,761,2022-01-03,Valencia,True,684.53,EN_TRAMITE
1284,SIN001284,403,682,238,2023-11-25,Bilbao,True,1435.24,CERRADA
1285,SIN001285,965,231,941,2024-03-24,Sevilla,False,4060.56,CERRADA
1286,SIN001286,80,509,707,2021-02-03,Málaga,True,4519.79,ABIERTA
1287,SIN001287,210,879,904,2024-10-14,Barcelona,True,4806.88,EN_TRAMITE
1288,SIN001288,584,231,670,2023-12-13,Zaragoza,False,4419.52,CERRADA
1289,SIN001289,32,848,674,2023-02-24,Madrid,True,3264.97,CERRADA
1290,SIN001290,936,117,711,2020-06-23,Bilbao,False,483.75,ABIERTA
1291,SIN001291,10,252,664,2022-06-14,Alicante,False,3659.87,CERRADA
1292,SIN001292,250,814,947,2023-11-02,Valencia,True,2091.94,EN_TRAMITE
1293,SIN001293,65,398,530,2022-11-19,Valencia,True,4224.2,CERRADA
1294,SIN001294,726,386,848,2020-07-22,Sevilla,False,1719.07,ABIERTA
1295,SIN001295,857,99,296,2024-03-13,Alicante,True,3431.51,EN_TRAMITE
1296,SIN001296,710,592,303,2024-08-28,Málaga,False,3565.77,CERRADA
1297,SIN001297,688,403,203,2023-08-21,Murcia,True,2039.01,CERRADA
1298,SIN001298,456,485,155,2021-07-16,Palma,False,2751.94,EN_TRAMITE
1299,SIN001299,995,56,822,2024-03-07,Alicante,False,2422.37,EN_TRAMITE
1300,SIN001300,23,615,459,2023-06-07,Málaga,True,1372.09,EN_TRAMITE
1301,SIN001301,110,194,80,2024-07-11,Valencia,False,2273.08,ABIERTA
1302,SIN001302,728,287,930,2020-12-05,Barcelona,True,313.12,EN_TRAMITE
1303,SIN001303,961,962,434,2023-07-02,Sevilla,True,3352.08,CERRADA
1304,SIN001304,538,116,968,2024-05-16,Zaragoza,True,1094.06,CERRADA
1305,SIN001305,507,911,731,2021-04-18,Zaragoza,True,4831.03,CERRADA
1306,SIN001306,718,74,164,2020-11-02,Sevilla,True,351.92,CERRADA
1307,SIN001307,382,608,813,2021-12-23,Málaga,True,4186.5,CERRADA
1308,SIN001308,248,264,2,2022-11-26,Palma,False,1692.7,EN_TRAMITE
1309,SIN001309,446,275,9,2024-11-15,Zaragoza,True,1609.04,EN_TRAMITE
1310,SIN001310,548,327,820,2021-05-05,Barcelona,False,4766.8,EN_TRAMITE
1311,SIN001311,906,424,980,2020-09-02,Zaragoza,True,2084.14,ABIERTA
1312,SIN001312,563,6,142,2023-03-13,Zaragoza,False,3631.86,ABIERTA
1313,SIN001313,980,174,389,2021-11-19,Palma,False,4083.23,ABIERTA
1314,SIN001314,940,971,644,2021-01-15,Barcelona,True,4234.75,EN_TRAMITE
1315,SIN001315,593,481,984,2021-08-31,Málaga,False,1462.73,EN_TRAMITE
1316,SIN001316,397,860,342,2020-11-09,Barcelona,False,2808.48,EN_TRAMITE
1317,SIN001317,883,265,975,2024-01-18,Málaga,False,431.0,ABIERTA
1318,SIN001318,176,239,66,2024-03-20,Valencia,True,875.89,ABIERTA
1319,SIN001319,707,816,936,2021-02-10,Palma,True,2235.38,ABIERTA
1320,SIN001320,362,525,230,2023-04-20,Alicante,True,2493.13,ABIERTA
1321,SIN001321,153,38,345,2021-05-24,Palma,False,4213.63,ABIERTA
1322,SIN001322,162,390,757,2021-05-18,Valencia,True,4437.65,CERRADA
1323,SIN001323,248,367,332,2022-10-31,Barcelona,True,2545.69,ABIERTA
1324,SIN001324,232,163,654,2023-06-05,Murcia,False,1678.67,CERRADA
1325,SIN001325,36,916,523,2024-02-07,Valencia,True,3512.35,CERRADA
1326,SIN001326,881,206,373,2023-10-01,Valencia,True,1730.1,ABIERTA
1327,SIN001327,413,583,461,2024-04-20,Bilbao,False,3121.06,EN_TRAMITE
1328,SIN001328,176,220,231,2023-12-14,Murcia,True,3354.05,EN_TRAMITE
1329,SIN001329,759,912,664,2023-02-07,Málaga,False,3965.5,ABIERTA
1330,SIN001330,571,672,541,2020-06-13,Madrid,True,3898.34,ABIERTA
1331,SIN001331,306,250,647,2022-09-21,Murcia,False,1373.38,CERRADA
1332,SIN001332,206,205,318,2020-11-07,Palma,False,4472.68,ABIERTA
1333,SIN001333,408,468,323,2023-04-20,Palma,False,4522.46,EN_TRAMITE
1334,SIN001334,585,994,722,2021-10-18,Sevilla,False,1063.38,CERRADA
1335,SIN001335,839,699,228,2020-04-14,Palma,True,1826.02,ABIERTA
1336,SIN001336,387,38,421,2020-01-23,Valencia,True,931.5,EN_TRAMITE
1337,SIN001337,957,9,703,2020-10-28,Bilbao,True,1087.66,CERRADA
1338,SIN001338,496,716,417,2021-01-07,Palma,False,4543.06,CERRADA
1339,SIN001339,837,389,750,2023-04-20,Murcia,False,1055.53,EN_TRAMITE
1340,SIN001340,19,842,340,2022-01-19,Bilbao,False,4612.61,EN_TRAMITE
1341,SIN001341,49,499,304,2023-03-19,Barcelona,True,3220.95,CERRADA
1342,SIN001342,158,771,529,2021-03-07,Valencia,False,2322.22,ABIERTA
1343,SIN001343,300,12,345,2023-07-23,Murcia,True,2297.76,ABIERTA
1344,SIN001344,59,630,226,2021-04-10,Alicante,True,1998.83,ABIERTA
1345,SIN001345,739,871,350,2024-04-21,Madrid,True,4951.33,CERRADA
1346,SIN001346,623,301,382,2024-06-05,Alicante,False,2441.92,EN_TRAMITE
1347,SIN001347,293,122,210,2023-04-17,Málaga,True,3324.85,EN_TRAMITE
1348,SIN001348,284,839,1,2023-03-03,Madrid,True,1974.87,EN_TRAMITE
1349,SIN001349,202,999,149,2024-10-21,Zaragoza,False,3526.42,EN_TRAMITE
1350,SIN001350,508,887,811,2021-01-10,Sevilla,True,2201.3,ABIERTA
1351,SIN001351,13,548,340,2023-12-23,Murcia,True,1044.02,CERRADA
